First Name,Last Name,Common Name,Image Path,Club,Country
,,,player_images\nan nan_284.png,Unknown Club,Unknown Country
Alphonse,Areola,,player_images\Alphonse Areola_2.png,Unknown Club,Unknown Country
Andrea,Consigli,,player_images\Andrea Consigli.png,Unknown Club,Unknown Country
Cengiz,Ünder,,player_images\Cengiz Ünder_2.png,Unknown Club,Unknown Country
Álex,Berenguer,,player_images\Álex Berenguer.png,Unknown Club,Unknown Country
James,Tarkowski,,player_images\James Tarkowski.png,Unknown Club,Unknown Country
,,,player_images\nan nan_285.png,Unknown Club,Unknown Country
Crystal,Dunn,,player_images\Crystal Dunn_3.png,Unknown Club,Unknown Country
Yuki,Nagasato,,player_images\Yuki Nagasato_2.png,Unknown Club,Unknown Country
Fran,Kirby,,player_images\Fran Kirby_3.png,Unknown Club,Unknown Country
Pierre-Emile,Højbjerg,,player_images\Pierre-Emile Højbjerg_2.png,Unknown Club,Unknown Country
Ann-Katrin,Berger,,player_images\Ann-Katrin Berger_2.png,Unknown Club,Unknown Country
Francesco,Acerbi,,player_images\Francesco Acerbi.png,Unknown Club,Unknown Country
Rasheedat,Ajibade,,player_images\Rasheedat Ajibade.png,Unknown Club,Unknown Country
Jordi,Alba Ramos,Jordi Alba,player_images\Jordi Alba Ramos.png,Unknown Club,Unknown Country
Marco,Asensio,Marco Asensio,player_images\Marco Asensio_3.png,Unknown Club,Unknown Country
Wissam,Ben Yedder,,player_images\Wissam Ben Yedder.png,Unknown Club,Unknown Country
Hannah,Blundell,,player_images\Hannah Blundell.png,Unknown Club,Unknown Country
Barbara,Bonansea,,player_images\Barbara Bonansea.png,Unknown Club,Unknown Country
Sven,Botman,,player_images\Sven Botman.png,Unknown Club,Unknown Country
Mathilde,Bourdieu,,player_images\Mathilde Bourdieu.png,Unknown Club,Unknown Country
Marcelo,Brozovic,,player_images\Marcelo Brozovic_2.png,Unknown Club,Unknown Country
Klara,Bühl,,player_images\Klara Bühl_4.png,Unknown Club,Unknown Country
Sergio,Busquets,Sergio Busquets,player_images\Sergio Busquets_3.png,Unknown Club,Unknown Country
Emre,Can,,player_images\Emre Can_2.png,Unknown Club,Unknown Country
Ellie,Carpenter,,player_images\Ellie Carpenter.png,Unknown Club,Unknown Country
Arianna,Caruso,,player_images\Arianna Caruso.png,Unknown Club,Unknown Country
Steph,Catley,,player_images\Steph Catley.png,Unknown Club,Unknown Country
Andreas,Christensen,,player_images\Andreas Christensen_2.png,Unknown Club,Unknown Country
Erin,Cuthbert,,player_images\Erin Cuthbert_2.png,Unknown Club,Unknown Country
Ludmila,da Silva,Ludmila,player_images\Ludmila da Silva.png,Unknown Club,Unknown Country
Sergi,Darder,Sergi Darder,player_images\Sergi Darder.png,Unknown Club,Unknown Country
Ángel,Di María,,player_images\Ángel Di María.png,Unknown Club,Unknown Country
Sara,Doorsoun,,player_images\Sara Doorsoun.png,Unknown Club,Unknown Country
Edin,Džeko,,player_images\Edin Džeko_4.png,Unknown Club,Unknown Country
Christian,Eriksen,,player_images\Christian Eriksen_3.png,Unknown Club,Unknown Country
Magdalena,Eriksson,,player_images\Magdalena Eriksson_2.png,Unknown Club,Unknown Country
Nabil,Fekir,,player_images\Nabil Fekir_4.png,Unknown Club,Unknown Country
Enzo,Fernández,,player_images\Enzo Fernández_3.png,Unknown Club,Unknown Country
Nacho,Fernández,Nacho Fernández,player_images\Nacho Fernández_2.png,Unknown Club,Unknown Country
Rafael A.,Rafa,Rafa,player_images\Rafael A. Rafa.png,Unknown Club,Unknown Country
Luiz Frello,Jorginho,Jorginho,player_images\Luiz Frello Jorginho.png,Unknown Club,Unknown Country
Adrianna,Franch,,player_images\Adrianna Franch.png,Unknown Club,Unknown Country
Pau,Torres,Pau Torres,player_images\Pau Torres_2.png,Unknown Club,Unknown Country
Laura,Freigang,,player_images\Laura Freigang_2.png,Unknown Club,Unknown Country
Jeremie,Frimpong,,player_images\Jeremie Frimpong_7.png,Unknown Club,Unknown Country
Cody,Gakpo,,player_images\Cody Gakpo_4.png,Unknown Club,Unknown Country
Leah,Galton,,player_images\Leah Galton.png,Unknown Club,Unknown Country
Vanessa,Gilles,,player_images\Vanessa Gilles.png,Unknown Club,Unknown Country
José María,Giménez,Giménez,player_images\José María Giménez.png,Unknown Club,Unknown Country
Alex,Greenwood,,player_images\Alex Greenwood_4.png,Unknown Club,Unknown Country
Giulia,Gwinn,,player_images\Giulia Gwinn.png,Unknown Club,Unknown Country
Sébastien,Haller,,player_images\Sébastien Haller_2.png,Unknown Club,Unknown Country
Marina,Hegering,,player_images\Marina Hegering.png,Unknown Club,Unknown Country
Jonas,Hofmann,,player_images\Jonas Hofmann_2.png,Unknown Club,Unknown Country
Mats,Hummels,,player_images\Mats Hummels_5.png,Unknown Club,Unknown Country
Borja,Iglesias,Borja Iglesias,player_images\Borja Iglesias.png,Unknown Club,Unknown Country
Lauren,James,,player_images\Lauren James_7.png,Unknown Club,Unknown Country
Dominique,Janssen,,player_images\Dominique Janssen.png,Unknown Club,Unknown Country
Meghan,Klingenberg,,player_images\Meghan Klingenberg.png,Unknown Club,Unknown Country
Filip,Kostić,,player_images\Filip Kostić.png,Unknown Club,Unknown Country
Racheal,Kundananji,,player_images\Racheal Kundananji_3.png,Unknown Club,Unknown Country
Alexandre,Lacazette,,player_images\Alexandre Lacazette_6.png,Unknown Club,Unknown Country
Konrad,Laimer,,player_images\Konrad Laimer_3.png,Unknown Club,Unknown Country
Hugo,Lloris,,player_images\Hugo Lloris_2.png,Unknown Club,Unknown Country
Gianluca,Mancini,,player_images\Gianluca Mancini_2.png,Unknown Club,Unknown Country
Dzsenifer,Marozsán,,player_images\Dzsenifer Marozsán_3.png,Unknown Club,Unknown Country
Griedge,Mbock,,player_images\Griedge Mbock.png,Unknown Club,Unknown Country
Alex,Meret,,player_images\Alex Meret.png,Unknown Club,Unknown Country
Álvaro Borja,Morata,Morata,player_images\Álvaro Borja Morata.png,Unknown Club,Unknown Country
Gerard,Moreno,Gerard Moreno,player_images\Gerard Moreno.png,Unknown Club,Unknown Country
Casey,Murphy,,player_images\Casey Murphy_2.png,Unknown Club,Unknown Country
Alyssa,Naeher,,player_images\Alyssa Naeher.png,Unknown Club,Unknown Country
Katharina,Naschenweng,,player_images\Katharina Naschenweng_3.png,Unknown Club,Unknown Country
Kelley,O'Hara,,player_images\Kelley O'Hara.png,Unknown Club,Unknown Country
Dani,Olmo,Dani Olmo,player_images\Dani Olmo_4.png,Unknown Club,Unknown Country
Willi,Orban,,player_images\Willi Orban_2.png,Unknown Club,Unknown Country
Mikel,Oyarzabal,Oyarzabal,player_images\Mikel Oyarzabal.png,Unknown Club,Unknown Country
João Maria,Palhinha,Palhinha,player_images\João Maria Palhinha.png,Unknown Club,Unknown Country
Benjamin,Pavard,,player_images\Benjamin Pavard.png,Unknown Club,Unknown Country
Lorenzo,Pellegrini,,player_images\Lorenzo Pellegrini_3.png,Unknown Club,Unknown Country
Pauline,Peyraud-Magnin,,player_images\Pauline Peyraud-Magnin.png,Unknown Club,Unknown Country
Claudia,Pina Medina,Claudia Pina,player_images\Claudia Pina Medina.png,Unknown Club,Unknown Country
Lara,Prašnikar,,player_images\Lara Prašnikar.png,Unknown Club,Unknown Country
Christen,Press,,player_images\Christen Press_2.png,Unknown Club,Unknown Country
Mayra,Ramírez,,player_images\Mayra Ramírez_3.png,Unknown Club,Unknown Country
Felicitas,Rauch,,player_images\Felicitas Rauch.png,Unknown Club,Unknown Country
Marco,Reus,,player_images\Marco Reus_6.png,Unknown Club,Unknown Country
Guido,Rodríguez,,player_images\Guido Rodríguez.png,Unknown Club,Unknown Country
Alessio,Romagnoli,,player_images\Alessio Romagnoli.png,Unknown Club,Unknown Country
Martina,Rosucci,,player_images\Martina Rosucci.png,Unknown Club,Unknown Country
William,Saliba,,player_images\William Saliba_6.png,Unknown Club,Unknown Country
Patrik,Schick,,player_images\Patrik Schick_3.png,Unknown Club,Unknown Country
Sophie,Schmidt,,player_images\Sophie Schmidt.png,Unknown Club,Unknown Country
Tabea,Sellner,,player_images\Tabea Sellner.png,Unknown Club,Unknown Country
Luke,Shaw,,player_images\Luke Shaw.png,Unknown Club,Unknown Country
Unai,Simón,Unai Simón,player_images\Unai Simón_3.png,Unknown Club,Unknown Country
Christine,Sinclair,,player_images\Christine Sinclair_2.png,Unknown Club,Unknown Country
Sherida,Spitse,,player_images\Sherida Spitse.png,Unknown Club,Unknown Country
Raheem,Sterling,,player_images\Raheem Sterling_6.png,Unknown Club,Unknown Country
Ella,Toone,,player_images\Ella Toone.png,Unknown Club,Unknown Country
Glódís Perla,Viggósdóttir,,player_images\Glódís Perla Viggósdóttir.png,Unknown Club,Unknown Country
Dušan,Vlahović,,player_images\Dušan Vlahović.png,Juventus,Serbia
Lia,Wälti,,player_images\Lia Wälti.png,Unknown Club,Unknown Country
Lynn,Williams,,player_images\Lynn Williams_4.png,Unknown Club,Unknown Country
Zambo,Anguissa,,player_images\Zambo Anguissa_2.png,Unknown Club,Unknown Country
Piotr,Zieliński,,player_images\Piotr Zieliński.png,Unknown Club,Unknown Country
Benjamin,Pavard,,player_images\Benjamin Pavard_2.png,Unknown Club,Unknown Country
Enzo,Fernández,,player_images\Enzo Fernández_4.png,Unknown Club,Unknown Country
Gijs,Smal,,player_images\Gijs Smal.png,Unknown Club,Unknown Country
Jasper,Cillessen,,player_images\Jasper Cillessen.png,Unknown Club,Unknown Country
,,,player_images\nan nan_286.png,Unknown Club,Unknown Country
Rinsola,Babajide,,player_images\Rinsola Babajide.png,Unknown Club,Unknown Country
Kaoru,Mitoma,,player_images\Kaoru Mitoma_2.png,Unknown Club,Unknown Country
Exequiel,Palacios,,player_images\Exequiel Palacios_4.png,Unknown Club,Unknown Country
David,Neres,,player_images\David Neres_3.png,Unknown Club,Unknown Country
,,,player_images\nan nan_287.png,Unknown Club,Unknown Country
Victor,Boniface,,player_images\Victor Boniface_6.png,Unknown Club,Unknown Country
Federico,Ceccherini,,player_images\Federico Ceccherini.png,Unknown Club,Unknown Country
,,,player_images\nan nan_288.png,,
Daniel,Amartey,,player_images\Daniel Amartey.png,,
Delanie,Sheehan,,player_images\Delanie Sheehan.png,,
,,,player_images\nan nan_289.png,,
,Evander,Evander,player_images\nan Evander.png,,
Brayan,Vera,,player_images\Brayan Vera.png,,
Danny,Loader,,player_images\Danny Loader.png,,
Nicole,Anyomi,,player_images\Nicole Anyomi_2.png,,
Moses,Simon,,player_images\Moses Simon.png,,
Nathan,Byrne,,player_images\Nathan Byrne.png,,
Facundo,Medina,,player_images\Facundo Medina_3.png,,
Georginio,Wijnaldum,,player_images\Georginio Wijnaldum_2.png,,
,Isco,Isco,player_images\nan Isco_5.png,,
Oliver,Baumann,,player_images\Oliver Baumann.png,,
Nahitan,Nández,,player_images\Nahitan Nández_2.png,,
Ruben,Vargas,,player_images\Ruben Vargas_2.png,,
Jill,Janssens,,player_images\Jill Janssens.png,,
Adrien,Tameze,,player_images\Adrien Tameze.png,,
Joakim,Persson,,player_images\Joakim Persson.png,,
Moussa,Niakhaté,,player_images\Moussa Niakhaté.png,,
Artem,Dovbyk,,player_images\Artem Dovbyk_5.png,,
,,,player_images\nan nan_290.png,,
Mohamed,Bayo,,player_images\Mohamed Bayo.png,,
Manon,Revelli,,player_images\Manon Revelli.png,,
,,,player_images\nan nan_291.png,,
Philipp,Köhn,,player_images\Philipp Köhn.png,,
Dominic,Solanke,,player_images\Dominic Solanke_3.png,,
Sophie,Weidauer,,player_images\Sophie Weidauer.png,,
Artur,Craciun,,player_images\Artur Craciun.png,,
Chadrac,Akolo,,player_images\Chadrac Akolo.png,,
Franck,Honorat,,player_images\Franck Honorat.png,,
Kristian,Thorstvedt,,player_images\Kristian Thorstvedt.png,,
Ismaël,Koné,,player_images\Ismaël Koné.png,,
Andrei,Girotto,,player_images\Andrei Girotto.png,,
,,,player_images\nan nan_292.png,,
,,,player_images\nan nan_293.png,,
Connor,Metcalfe,,player_images\Connor Metcalfe.png,,
Wilfredo,Rivera,,player_images\Wilfredo Rivera.png,,
Ayase,Ueda,,player_images\Ayase Ueda.png,,
Otabek,Shukurov,,player_images\Otabek Shukurov.png,,
Mohamed,Sankoh,,player_images\Mohamed Sankoh.png,,
Ilya,Shkurin,,player_images\Ilya Shkurin.png,,
,,,player_images\nan nan_294.png,,
Nikola,Vasic,,player_images\Nikola Vasic.png,,
Ryan,Hollingshead,,player_images\Ryan Hollingshead.png,,
Vincent,Vermeij,,player_images\Vincent Vermeij.png,,
,Guruzeta,Guruzeta,player_images\nan Guruzeta.png,,
Isaiah,Jones,,player_images\Isaiah Jones.png,,
Philip,Zinckernagel,,player_images\Philip Zinckernagel.png,,
Cyril,Ngonge,,player_images\Cyril Ngonge.png,,
,,,player_images\nan nan_295.png,,
Ferdy,Druijf,,player_images\Ferdy Druijf.png,,
Ramos,García,,player_images\Ramos García_6.png,,
Patrick,Mainka,,player_images\Patrick Mainka.png,,
,,,player_images\nan nan_296.png,,
,,,player_images\nan nan_297.png,,
,,,player_images\nan nan_298.png,,
Cristhian,Stuani,,player_images\Cristhian Stuani_2.png,,
Callum,O'Hare,,player_images\Callum O'Hare.png,,
,,,player_images\nan nan_299.png,,
Takuma,Asano,,player_images\Takuma Asano.png,,
Emmanuel,Sabbi,,player_images\Emmanuel Sabbi.png,,
Ismael,Saibari,,player_images\Ismael Saibari.png,,
,,,player_images\nan nan_300.png,,
,,,player_images\nan nan_301.png,,
Lena,Ostermeier,,player_images\Lena Ostermeier.png,,
Finn,Azaz,,player_images\Finn Azaz.png,,
,,,player_images\nan nan_302.png,,
,,,player_images\nan nan_303.png,,
Esperanza,Pizarro,,player_images\Esperanza Pizarro.png,,
Michy,Batshuayi,,player_images\Michy Batshuayi.png,,
Kamory,Doumbia,,player_images\Kamory Doumbia.png,,
Merih,Demiral,,player_images\Merih Demiral.png,,
,,,player_images\nan nan_304.png,,
,,,player_images\nan nan_305.png,,
Angelo,Stiller,,player_images\Angelo Stiller_2.png,,
,,,player_images\nan nan_306.png,,
Juninho,Bacuna,,player_images\Juninho Bacuna.png,,
Wilson,Odobert,,player_images\Wilson Odobert.png,,
Chris,Wood,,player_images\Chris Wood.png,,
Theo,Bair,,player_images\Theo Bair.png,,
Tatsuhiro,Sakamoto,,player_images\Tatsuhiro Sakamoto.png,,
Cole,Palmer,,player_images\Cole Palmer_6.png,,
Martín,Payero,,player_images\Martín Payero.png,,
Marvin,Johnson,,player_images\Marvin Johnson.png,,
Adem,Zorgane,,player_images\Adem Zorgane.png,,
,,,player_images\nan nan_307.png,,
,,,player_images\nan nan_308.png,,
Matt,O'Riley,,player_images\Matt O'Riley_2.png,,
,,,player_images\nan nan_309.png,,
Viktor,Gyökeres,,player_images\Viktor Gyökeres_4.png,,
,,,player_images\nan nan_310.png,,
Abdülkerim,Bardakci,,player_images\Abdülkerim Bardakci.png,,
,,,player_images\nan nan_311.png,,
Christopher,Opéri,,player_images\Christopher Opéri_2.png,,
Marcus,Rohdén,,player_images\Marcus Rohdén.png,,
Kirian,Rodríguez,,player_images\Kirian Rodríguez_2.png,,
Rasmus,Højlund,,player_images\Rasmus Højlund_5.png,,
Manfred,Ugalde,,player_images\Manfred Ugalde.png,,
Adam,Armstrong,,player_images\Adam Armstrong.png,,
Alan,Varela,,player_images\Alan Varela.png,,
Ben,Sheaf,,player_images\Ben Sheaf_3.png,,
,,,player_images\nan nan_312.png,,
Vincent,Janssen,,player_images\Vincent Janssen.png,,
Jonas,Urbig,,player_images\Jonas Urbig.png,,
Mitchell,Weiser,,player_images\Mitchell Weiser.png,,
Calvin,Verdonk,,player_images\Calvin Verdonk.png,,
,,,player_images\nan nan_313.png,,
Szymon,Zurkowski,,player_images\Szymon Zurkowski.png,,
Mayra,Ramírez,,player_images\Mayra Ramírez_4.png,,
Hugo,Lloris,,player_images\Hugo Lloris_3.png,,
Borja,Iglesias,,player_images\Borja Iglesias_2.png,,
Felicitas,Rauch,,player_images\Felicitas Rauch_2.png,,
Dominique,Janssen,,player_images\Dominique Janssen_2.png,,
,Rafa,Rafa,player_images\nan Rafa_2.png,,
Piotr,Zielinski,,player_images\Piotr Zielinski.png,,
Borja,Iglesias,,player_images\Borja Iglesias_3.png,,
,Morata,Morata,player_images\nan Morata_4.png,,
,Palhinha,Palhinha,player_images\nan Palhinha_4.png,,
Guido,Rodríguez,,player_images\Guido Rodríguez_2.png,,
Dani,Olmo,,player_images\Dani Olmo_5.png,,
Griedge,Mbock,,player_images\Griedge Mbock_2.png,,
Manuel,Akanji,,player_images\Manuel Akanji_3.png,,
Robert,Andrich,,player_images\Robert Andrich_2.png,,
Joelinton,Joelinton,Joelinton,player_images\Joelinton Joelinton.png,,
Ramona,Bachmann,,player_images\Ramona Bachmann.png,,
Sandy,Baltimore,,player_images\Sandy Baltimore_2.png,,
Roberto,Firmino,Roberto Firmino,player_images\Roberto Firmino_6.png,,
Lineth,Beerensteyn,,player_images\Lineth Beerensteyn.png,,
Rodrigo,Bentancur,,player_images\Rodrigo Bentancur_3.png,,
Nicole,Billa,,player_images\Nicole Billa.png,,
Eduardo,Camavinga,Camavinga,player_images\Eduardo Camavinga.png,,
Daniel,Carvajal,Carvajal,player_images\Daniel Carvajal.png,,
Alana,Cook,,player_images\Alana Cook.png,,
Ángel,Correa,,player_images\Ángel Correa_5.png,,
Ana-Maria,Crnogorčević,,player_images\Ana-Maria Crnogorčević.png,,
Ricardo,Horta,Ricardo Horta,player_images\Ricardo Horta.png,,
Otávio Edmilson,Otávio,Otávio,player_images\Otávio Edmilson Otávio.png,,
Kenza,Dali,,player_images\Kenza Dali.png,,
Stefan,de Vrij,,player_images\Stefan de Vrij.png,,
Boulaye,Dia,,player_images\Boulaye Dia_2.png,,
Vanessa,DiBernardo,,player_images\Vanessa DiBernardo_2.png,,
Federico,Dimarco,,player_images\Federico Dimarco_7.png,,
Damaris Berta,Egurrola Wienke,Damaris Egurrola,player_images\Damaris Berta Egurrola Wienke.png,,
Nerea,Eizagirre Lasa,Nerea Eizagirre,player_images\Nerea Eizagirre Lasa.png,,
Youssef,En-Nesyri,,player_images\Youssef En-Nesyri.png,,
Jun,Endo,,player_images\Jun Endo_2.png,,
Ingrid Syrstad,Engen,,player_images\Ingrid Syrstad Engen.png,,
Bethany,England,,player_images\Bethany England.png,,
Julie,Ertz,,player_images\Julie Ertz.png,,
Paula,Fernández Jiménez,Paula Fernández,player_images\Paula Fernández Jiménez.png,,
Mark,Flekken,,player_images\Mark Flekken.png,,
Seko,Fofana,,player_images\Seko Fofana.png,,
Javi,Galán,Javi Galán,player_images\Javi Galán.png,,
Gabriela,García,,player_images\Gabriela García.png,,
David,García,David García,player_images\David García.png,,
José Luís,Gayà,Gayà,player_images\José Luís Gayà.png,,
Olivier,Giroud,,player_images\Olivier Giroud_6.png,,
Mario,Götze,,player_images\Mario Götze_4.png,,
Théa,Gréboval,,player_images\Théa Gréboval.png,,
Vincenzo,Grifo,,player_images\Vincenzo Grifo_3.png,,
Raphaël,Guerreiro,Guerreiro,player_images\Raphaël Guerreiro.png,,
Joško,Gvardiol,,player_images\Joško Gvardiol_4.png,,
Chantal,Hagel,,player_images\Chantal Hagel.png,,
Yui,Hasegawa,,player_images\Yui Hasegawa.png,,
Ashley,Hatch,,player_images\Ashley Hatch.png,,
Kai,Havertz,,player_images\Kai Havertz_4.png,,
Mario,Hermoso,Mario Hermoso,player_images\Mario Hermoso_2.png,,
Sofia,Huerta,,player_images\Sofia Huerta_2.png,,
Sofia,Jakobsson,,player_images\Sofia Jakobsson.png,,
Sveindís Jane,Jónsdóttir,,player_images\Sveindís Jane Jónsdóttir.png,,
Franck Yannick,Kessié,Kessié,player_images\Franck Yannick Kessié.png,,
Presnel,Kimpembe,,player_images\Presnel Kimpembe_3.png,,
Orkun,Kökçü,,player_images\Orkun Kökçü_2.png,,
Mateo,Kovacic,,player_images\Mateo Kovacic.png,,
Ali,Krieger,,player_images\Ali Krieger_2.png,,
Robin,Le Normand,,player_images\Robin Le Normand.png,,
Jeremías Conan,Ledesma,Ledesma,player_images\Jeremías Conan Ledesma.png,,
Thomas,Lemar,,player_images\Thomas Lemar.png,,
Katie,Lind,,player_images\Katie Lind.png,,
Dominik,Livaković,,player_images\Dominik Livaković.png,,
Manuel,Locatelli,,player_images\Manuel Locatelli_2.png,,
Sydney,Lohmann,,player_images\Sydney Lohmann.png,,
Anthony,Lopes,,player_images\Anthony Lopes.png,,
Frida,Maanum,,player_images\Frida Maanum.png,,
Alexis,Mac Allister,,player_images\Alexis Mac Allister.png,,
Hailie,Mace,,player_images\Hailie Mace_2.png,,
Melvine,Malard,,player_images\Melvine Malard_5.png,,
Donyell,Malen,,player_images\Donyell Malen_5.png,,
Iñigo,Martínez,Iñigo Martínez,player_images\Iñigo Martínez.png,,
José Luis,Joselu,Joselu,player_images\José Luis Joselu.png,,
Noussair,Mazraoui,,player_images\Noussair Mazraoui_2.png,,
Diogo,Costa,Diogo Costa,player_images\Diogo Costa_2.png,,
Ferland,Mendy,,player_images\Ferland Mendy_5.png,,
Édouard,Mendy,,player_images\Édouard Mendy_2.png,,
Nahuel,Molina,,player_images\Nahuel Molina_2.png,,
Perle,Morroni,,player_images\Perle Morroni.png,,
João,Mário,João Mário,player_images\João Mário_2.png,,
Darwin,Núñez,,player_images\Darwin Núñez_3.png,,
Loïs,Openda,,player_images\Loïs Openda_9.png,,
Nicolás,Otamendi,,player_images\Nicolás Otamendi_4.png,,
Leila,Ouahabi El Ouahabi,Leila Ouahabi,player_images\Leila Ouahabi El Ouahabi.png,,
Isaac,Isi,Isi,player_images\Isaac Isi.png,,
Tanja,Pawollek,,player_images\Tanja Pawollek.png,,
Pedro,Gonçalves,Pedro Gonçalves,player_images\Pedro Gonçalves_4.png,,
Ève,Périsset,,player_images\Ève Périsset_2.png,,
Carson,Pickett,,player_images\Carson Pickett_3.png,,
Jordan,Pickford,,player_images\Jordan Pickford_2.png,,
Paul,Pogba,,player_images\Paul Pogba.png,,
Ivan,Provedel,,player_images\Ivan Provedel_2.png,,
Alba,Redondo Ferrer,Alba Redondo,player_images\Alba Redondo Ferrer.png,,
Fernando,Reges,Fernando,player_images\Fernando Reges.png,,
Rocky,Rodríguez,,player_images\Rocky Rodríguez.png,,
María Isabel,Rodríguez Rivero,Misa,player_images\María Isabel Rodríguez Rivero.png,,
Cristian,Romero,,player_images\Cristian Romero_7.png,,
Ashley,Sanchez,,player_images\Ashley Sanchez.png,,
Jadon,Sancho,,player_images\Jadon Sancho_4.png,,
Ouleymata,Sarr,,player_images\Ouleymata Sarr.png,,
Amaiur,Sarriegi Isasa,Amaiur Sarriegi,player_images\Amaiur Sarriegi Isasa.png,,
Stefan,Savić,,player_images\Stefan Savić.png,,
Fabian,Schär,,player_images\Fabian Schär.png,,
Olivia,Schough,,player_images\Olivia Schough.png,,
Caroline,Seger,,player_images\Caroline Seger.png,,
Linda,Sembrant,,player_images\Linda Sembrant.png,,
Carolin,Simon,,player_images\Carolin Simon.png,,
Emily,Sonnett,,player_images\Emily Sonnett.png,,
Ángela,Sosa Martín,Ángela Sosa,player_images\Ángela Sosa Martín.png,,
Hina,Sugita,,player_images\Hina Sugita.png,,
Dominik,Szoboszlai,,player_images\Dominik Szoboszlai_6.png,,
Dušan,Tadić,,player_images\Dušan Tadić.png,,
Mehdi,Taremi,Taremi,player_images\Mehdi Taremi.png,,
Gaëtane,Thiney,,player_images\Gaëtane Thiney_2.png,,
Youri,Tielemans,,player_images\Youri Tielemans_2.png,,
Lucas,Torreira,,player_images\Lucas Torreira.png,,
Ferrán,Torres,Ferran Torres,player_images\Ferrán Torres_3.png,,
Viktor,Tsygankov,,player_images\Viktor Tsygankov_3.png,,
Enes,Ünal,,player_images\Enes Ünal.png,,
Dayot,Upamecano,,player_images\Dayot Upamecano_6.png,,
Daniëlle,van de Donk,,player_images\Daniëlle van de Donk.png,,
Emily,van Egmond,,player_images\Emily van Egmond.png,,
Manuela,Vanegas,,player_images\Manuela Vanegas.png,,
Guglielmo,Vicario,,player_images\Guglielmo Vicario_2.png,,
Timo,Werner,,player_images\Timo Werner_4.png,,
Callum,Wilson,,player_images\Callum Wilson_2.png,,
Granit,Xhaka,,player_images\Granit Xhaka_5.png,,
Mattia,Zaccagni,,player_images\Mattia Zaccagni.png,,
Katie,Zelem,,player_images\Katie Zelem_3.png,,
Ana-Maria,Crnogorčević,,player_images\Ana-Maria Crnogorčević_2.png,,
Jean-Clair,Todibo,,player_images\Jean-Clair Todibo_6.png,,
Pietro,Terracciano,,player_images\Pietro Terracciano_2.png,,
Riccardo,Orsolini,,player_images\Riccardo Orsolini_2.png,,
Joachim,Andersen,,player_images\Joachim Andersen.png,,
James,Tavernier,,player_images\James Tavernier_5.png,,
Denis,Bouanga,,player_images\Denis Bouanga_3.png,,
Louise,Fleury,,player_images\Louise Fleury.png,,
Scott,McTominay,,player_images\Scott McTominay_2.png,,
Leicy,Santos,,player_images\Leicy Santos_4.png,,
Dodi,Lukébakio,,player_images\Dodi Lukébakio_2.png,,
Kangin,Lee,,player_images\Kangin Lee_2.png,,
Fredrik,Aursnes,,player_images\Fredrik Aursnes_2.png,,
,,,player_images\nan nan_314.png,,
Stole,Dimitrievski,,player_images\Stole Dimitrievski.png,,
Douglas,Luiz,,player_images\Douglas Luiz_3.png,,
Vangelis,Pavlidis,,player_images\Vangelis Pavlidis_2.png,,
Melvine,Malard,,player_images\Melvine Malard_6.png,,
Tanja,Pawollek,,player_images\Tanja Pawollek_2.png,,
,,,player_images\nan nan_315.png,,
,,,player_images\nan nan_316.png,,
,,,player_images\nan nan_317.png,,
Jesus,Ferreira,,player_images\Jesus Ferreira.png,,
,,,player_images\nan nan_318.png,,
,,,player_images\nan nan_319.png,,
Melvine,Malard,,player_images\Melvine Malard_7.png,,
Brian,Brobbey,,player_images\Brian Brobbey_6.png,,
,Rodri,Rodri,player_images\nan Rodri_7.png,,
Noah,Okafor,,player_images\Noah Okafor_2.png,,
Facundo,Torres,,player_images\Facundo Torres.png,,
Emily,Sonnett,,player_images\Emily Sonnett_2.png,,
Lorenz,Assignon,,player_images\Lorenz Assignon.png,,
Arthur,Theate,,player_images\Arthur Theate_2.png,,
Odilon,Kossounou,,player_images\Odilon Kossounou_2.png,,
Jordan,Beyer,,player_images\Jordan Beyer.png,,
,,,player_images\nan nan_320.png,,
Fabiano,Parisi,,player_images\Fabiano Parisi.png,,
John,Tolkin,,player_images\John Tolkin.png,,
Lutsharel,Geertruida,,player_images\Lutsharel Geertruida.png,,
Lynn,Wilms,,player_images\Lynn Wilms_2.png,,
,,,player_images\nan nan_321.png,,
Sofie,Svava,,player_images\Sofie Svava.png,,
Linda,Sembrant,,player_images\Linda Sembrant_2.png,,
Jadon,Sancho,,player_images\Jadon Sancho_5.png,,
Timo,Werner,,player_images\Timo Werner_5.png,,
Thiago,Almada,,player_images\Thiago Almada.png,,
Ivan,Ilic,,player_images\Ivan Ilic_2.png,,
Yacine,Adli,,player_images\Yacine Adli.png,,
Ismael,Saibari,,player_images\Ismael Saibari_2.png,,
Manuel,Ugarte,,player_images\Manuel Ugarte_2.png,,
,,,player_images\nan nan_322.png,,
Oliver,Skipp,,player_images\Oliver Skipp.png,,
Azzedine,Ounahi,,player_images\Azzedine Ounahi.png,,
Sem,Steijn,,player_images\Sem Steijn.png,,
Sydney,Lohmann,,player_images\Sydney Lohmann_2.png,,
Seko,Fofana,,player_images\Seko Fofana_2.png,,
Enes,Ünal,,player_images\Enes Ünal_2.png,,
Javi,Galán,,player_images\Javi Galán_2.png,,
Ashley,Sanchez,,player_images\Ashley Sanchez_2.png,,
Rocky,Rodríguez,,player_images\Rocky Rodríguez_2.png,,
